sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
164,0.066 595 750,"SysTick","ISR Exit","Returns to Idle",6659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1005,3,0F B6 89 
165,0.067 590 850,"SysTick","ISR Enter","Runs for 4.900 us",6759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1008,5,06 03 EA 03 02 
166,0.067 595 750,"SysTick","ISR Exit","Returns to Idle",6759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1013,3,0F B6 89 
167,0.068 590 850,"SysTick","ISR Enter","Runs for 4.900 us",6859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1016,5,06 03 EA 03 02 
168,0.068 595 750,"SysTick","ISR Exit","Returns to Idle",6859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1021,3,0F B6 89 
169,0.069 590 850,"SysTick","ISR Enter","Runs for 4.900 us",6959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1024,5,06 03 EA 03 02 
170,0.069 595 750,"SysTick","ISR Exit","Returns to Idle",6959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1029,3,0F B6 89 
171,0.070 590 850,"SysTick","ISR Enter","Runs for 4.900 us",7059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1032,5,06 03 EA 03 02 
172,0.070 595 750,"SysTick","ISR Exit","Returns to Idle",7059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1037,3,0F B6 89 
173,0.071 590 850,"SysTick","ISR Enter","Runs for 4.900 us",7159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1040,5,06 03 EA 03 02 
174,0.071 595 750,"SysTick","ISR Exit","Returns to Idle",7159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1045,3,0F B6 89 
175,0.072 590 850,"SysTick","ISR Enter","Runs for 4.900 us",7259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1048,5,06 03 EA 03 02 
176,0.072 595 750,"SysTick","ISR Exit","Returns to Idle",7259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1053,3,0F B6 89 
177,0.073 590 850,"SysTick","ISR Enter","Runs for 4.900 us",7359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1056,5,06 03 EA 03 02 
178,0.073 595 750,"SysTick","ISR Exit","Returns to Idle",7359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1061,3,0F B6 89 
179,0.074 590 850,"SysTick","ISR Enter","Runs for 4.900 us",7459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1064,5,06 03 EA 03 02 
180,0.074 595 750,"SysTick","ISR Exit","Returns to Idle",7459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1069,3,0F B6 89 
181,0.075 590 850,"SysTick","ISR Enter","Runs for 4.900 us",7559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1072,5,06 03 EA 03 02 
182,0.075 595 750,"SysTick","ISR Exit","Returns to Idle",7559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1077,3,0F B6 89 
183,0.076 590 850,"SysTick","ISR Enter","Runs for 4.900 us",7659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1080,5,06 03 EA 03 02 
184,0.076 595 750,"SysTick","ISR Exit","Returns to Idle",7659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1085,3,0F B6 89 
185,0.077 590 850,"SysTick","ISR Enter","Runs for 4.900 us",7759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1088,5,06 03 EA 03 02 
186,0.077 595 750,"SysTick","ISR Exit","Returns to Idle",7759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1093,3,0F B6 89 
187,0.078 590 850,"SysTick","ISR Enter","Runs for 4.900 us",7859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1096,5,06 03 EA 03 02 
188,0.078 595 750,"SysTick","ISR Exit","Returns to Idle",7859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1101,3,0F B6 89 
189,0.079 590 850,"SysTick","ISR Enter","Runs for 4.900 us",7959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1104,5,06 03 EA 03 02 
190,0.079 595 750,"SysTick","ISR Exit","Returns to Idle",7959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1109,3,0F B6 89 
191,0.080 590 850,"SysTick","ISR Enter","Runs for 4.900 us",8059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1112,5,06 03 EA 03 02 
192,0.080 595 750,"SysTick","ISR Exit","Returns to Idle",8059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1117,3,0F B6 89 
193,0.081 590 850,"SysTick","ISR Enter","Runs for 4.900 us",8159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1120,5,06 03 EA 03 02 
194,0.081 595 750,"SysTick","ISR Exit","Returns to Idle",8159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1125,3,0F B6 89 
195,0.082 590 850,"SysTick","ISR Enter","Runs for 4.900 us",8259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1128,5,06 03 EA 03 02 
196,0.082 595 750,"SysTick","ISR Exit","Returns to Idle",8259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1133,3,0F B6 89 
197,0.083 590 850,"SysTick","ISR Enter","Runs for 4.900 us",8359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1136,5,06 03 EA 03 02 
198,0.083 595 750,"SysTick","ISR Exit","Returns to Idle",8359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1141,3,0F B6 89 
199,0.084 590 850,"SysTick","ISR Enter","Runs for 4.900 us",8459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1144,5,06 03 EA 03 02 
200,0.084 595 750,"SysTick","ISR Exit","Returns to Idle",8459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1149,3,0F B6 89 
201,0.085 590 850,"SysTick","ISR Enter","Runs for 4.900 us",8559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1152,5,06 03 EA 03 02 
202,0.085 595 750,"SysTick","ISR Exit","Returns to Idle",8559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1157,3,0F B6 89 
203,0.086 590 850,"SysTick","ISR Enter","Runs for 4.900 us",8659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1160,5,06 03 EA 03 02 
204,0.086 595 750,"SysTick","ISR Exit","Returns to Idle",8659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1165,3,0F B6 89 
205,0.087 590 850,"SysTick","ISR Enter","Runs for 4.900 us",8759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1168,5,06 03 EA 03 02 
206,0.087 595 750,"SysTick","ISR Exit","Returns to Idle",8759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1173,3,0F B6 89 
207,0.088 590 850,"SysTick","ISR Enter","Runs for 4.900 us",8859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1176,5,06 03 EA 03 02 
208,0.088 595 750,"SysTick","ISR Exit","Returns to Idle",8859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1181,3,0F B6 89 
209,0.089 590 850,"SysTick","ISR Enter","Runs for 4.900 us",8959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1184,5,06 03 EA 03 02 
210,0.089 595 750,"SysTick","ISR Exit","Returns to Idle",8959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1189,3,0F B6 89 
211,0.090 590 850,"SysTick","ISR Enter","Runs for 4.900 us",9059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1192,5,06 03 EA 03 02 
212,0.090 595 750,"SysTick","ISR Exit","Returns to Idle",9059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1197,3,0F B6 89 
213,0.091 590 850,"SysTick","ISR Enter","Runs for 4.900 us",9159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1200,5,06 03 EA 03 02 
214,0.091 595 750,"SysTick","ISR Exit","Returns to Idle",9159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1205,3,0F B6 89 
215,0.092 590 850,"SysTick","ISR Enter","Runs for 4.900 us",9259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1208,5,06 03 EA 03 02 
216,0.092 595 750,"SysTick","ISR Exit","Returns to Idle",9259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1213,3,0F B6 89 
217,0.093 590 850,"SysTick","ISR Enter","Runs for 4.900 us",9359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1216,5,06 03 EA 03 02 
218,0.093 595 750,"SysTick","ISR Exit","Returns to Idle",9359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1221,3,0F B6 89 
219,0.094 590 850,"SysTick","ISR Enter","Runs for 4.900 us",9459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1224,5,06 03 EA 03 02 
220,0.094 595 750,"SysTick","ISR Exit","Returns to Idle",9459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1229,3,0F B6 89 
221,0.095 590 850,"SysTick","ISR Enter","Runs for 4.900 us",9559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1232,5,06 03 EA 03 02 
222,0.095 595 750,"SysTick","ISR Exit","Returns to Idle",9559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1237,3,0F B6 89 
223,0.096 590 850,"SysTick","ISR Enter","Runs for 4.900 us",9659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1240,5,06 03 EA 03 02 
224,0.096 595 750,"SysTick","ISR Exit","Returns to Idle",9659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1245,3,0F B6 89 
225,0.097 590 850,"SysTick","ISR Enter","Runs for 4.900 us",9759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1248,5,06 03 EA 03 02 
226,0.097 595 750,"SysTick","ISR Exit","Returns to Idle",9759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1253,3,0F B6 89 
227,0.098 590 850,"SysTick","ISR Enter","Runs for 4.900 us",9859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1256,5,06 03 EA 03 02 
228,0.098 595 750,"SysTick","ISR Exit","Returns to Idle",9859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1261,3,0F B6 89 
229,0.099 590 850,"SysTick","ISR Enter","Runs for 4.900 us",9959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1264,5,06 03 EA 03 02 
230,0.099 595 750,"SysTick","ISR Exit","Returns to Idle",9959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1269,3,0F B6 89 
231,0.100 590 850,"SysTick","ISR Enter","Runs for 4.900 us",10059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1272,5,06 03 EA 03 02 
232,0.100 595 750,"SysTick","ISR Exit","Returns to Idle",10059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1277,3,0F B6 89 
233,0.101 590 850,"SysTick","ISR Enter","Runs for 4.900 us",10159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1280,5,06 03 EA 03 02 
234,0.101 595 750,"SysTick","ISR Exit","Returns to Idle",10159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1285,3,0F B6 89 
235,0.102 590 850,"SysTick","ISR Enter","Runs for 4.900 us",10259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1288,5,06 03 EA 03 02 
236,0.102 595 750,"SysTick","ISR Exit","Returns to Idle",10259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1293,3,0F B6 89 
237,0.103 590 850,"SysTick","ISR Enter","Runs for 4.900 us",10359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1296,5,06 03 EA 03 02 
238,0.103 595 750,"SysTick","ISR Exit","Returns to Idle",10359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1301,3,0F B6 89 
239,0.104 590 850,"SysTick","ISR Enter","Runs for 4.900 us",10459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1304,5,06 03 EA 03 02 
240,0.104 595 750,"SysTick","ISR Exit","Returns to Idle",10459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1309,3,0F B6 89 
241,0.105 590 850,"SysTick","ISR Enter","Runs for 4.900 us",10559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1312,5,06 03 EA 03 02 
242,0.105 595 750,"SysTick","ISR Exit","Returns to Idle",10559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1317,3,0F B6 89 
243,0.106 590 850,"SysTick","ISR Enter","Runs for 4.900 us",10659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1320,5,06 03 EA 03 02 
244,0.106 595 750,"SysTick","ISR Exit","Returns to Idle",10659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1325,3,0F B6 89 
245,0.107 590 850,"SysTick","ISR Enter","Runs for 4.900 us",10759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1328,5,06 03 EA 03 02 
246,0.107 595 750,"SysTick","ISR Exit","Returns to Idle",10759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1333,3,0F B6 89 
247,0.108 590 850,"SysTick","ISR Enter","Runs for 4.900 us",10859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1336,5,06 03 EA 03 02 
248,0.108 595 750,"SysTick","ISR Exit","Returns to Idle",10859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1341,3,0F B6 89 
249,0.109 590 850,"SysTick","ISR Enter","Runs for 4.900 us",10959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1344,5,06 03 EA 03 02 
250,0.109 595 750,"SysTick","ISR Exit","Returns to Idle",10959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1349,3,0F B6 89 
251,0.110 590 850,"SysTick","ISR Enter","Runs for 4.900 us",11059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1352,5,06 03 EA 03 02 
252,0.110 595 750,"SysTick","ISR Exit","Returns to Idle",11059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1357,3,0F B6 89 
253,0.111 590 850,"SysTick","ISR Enter","Runs for 4.900 us",11159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1360,5,06 03 EA 03 02 
254,0.111 595 750,"SysTick","ISR Exit","Returns to Idle",11159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1365,3,0F B6 89 
255,0.112 590 850,"SysTick","ISR Enter","Runs for 4.900 us",11259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1368,5,06 03 EA 03 02 
256,0.112 595 750,"SysTick","ISR Exit","Returns to Idle",11259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1373,3,0F B6 89 
257,0.113 590 850,"SysTick","ISR Enter","Runs for 4.900 us",11359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1376,5,06 03 EA 03 02 
258,0.113 595 750,"SysTick","ISR Exit","Returns to Idle",11359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1381,3,0F B6 89 
259,0.114 590 850,"SysTick","ISR Enter","Runs for 4.900 us",11459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1384,5,06 03 EA 03 02 
260,0.114 595 750,"SysTick","ISR Exit","Returns to Idle",11459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1389,3,0F B6 89 
261,0.115 590 850,"SysTick","ISR Enter","Runs for 4.900 us",11559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1392,5,06 03 EA 03 02 
262,0.115 595 750,"SysTick","ISR Exit","Returns to Idle",11559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1397,3,0F B6 89 
263,0.116 590 850,"SysTick","ISR Enter","Runs for 4.900 us",11659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1400,5,06 03 EA 03 02 
264,0.116 595 750,"SysTick","ISR Exit","Returns to Idle",11659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1405,3,0F B6 89 
265,0.117 590 850,"SysTick","ISR Enter","Runs for 4.900 us",11759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1408,5,06 03 EA 03 02 
266,0.117 595 750,"SysTick","ISR Exit","Returns to Idle",11759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1413,3,0F B6 89 
267,0.118 590 850,"SysTick","ISR Enter","Runs for 4.900 us",11859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1416,5,06 03 EA 03 02 
268,0.118 595 750,"SysTick","ISR Exit","Returns to Idle",11859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1421,3,0F B6 89 
269,0.119 590 850,"SysTick","ISR Enter","Runs for 4.900 us",11959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1424,5,06 03 EA 03 02 
270,0.119 595 750,"SysTick","ISR Exit","Returns to Idle",11959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1429,3,0F B6 89 
271,0.120 590 850,"SysTick","ISR Enter","Runs for 4.900 us",12059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1432,5,06 03 EA 03 02 
272,0.120 595 750,"SysTick","ISR Exit","Returns to Idle",12059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1437,3,0F B6 89 
273,0.121 590 850,"SysTick","ISR Enter","Runs for 4.900 us",12159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1440,5,06 03 EA 03 02 
274,0.121 595 750,"SysTick","ISR Exit","Returns to Idle",12159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1445,3,0F B6 89 
275,0.122 590 850,"SysTick","ISR Enter","Runs for 4.900 us",12259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1448,5,06 03 EA 03 02 
276,0.122 595 750,"SysTick","ISR Exit","Returns to Idle",12259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1453,3,0F B6 89 
277,0.123 590 850,"SysTick","ISR Enter","Runs for 4.900 us",12359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1456,5,06 03 EA 03 02 
278,0.123 595 750,"SysTick","ISR Exit","Returns to Idle",12359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1461,3,0F B6 89 
279,0.124 590 850,"SysTick","ISR Enter","Runs for 4.900 us",12459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1464,5,06 03 EA 03 02 
280,0.124 595 750,"SysTick","ISR Exit","Returns to Idle",12459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1469,3,0F B6 89 
281,0.125 590 850,"SysTick","ISR Enter","Runs for 11.690 us",12559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1472,5,06 03 EA 03 02 
282,0.125 597 230,"SysTick","Task Ready","led_blue, runs after 17.650 us",12559723,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,1477,8,0F B6 89 06 03 EA 03 02 
283,0.125 602 540,"SysTick","ISR Exit","Returns to Scheduler",12560254,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,1485,3,0F B6 89 
284,0.125 614 880,"led_blue","Task Run","Runs for 44.970 us",12561488,0x0000000400000000,0x0000000810000FB0,0x0000000810000FB0,4,1488,8,06 03 EA 03 02 0F B6 89 
285,0.125 620 960,"led_blue","xTaskNotifyWait","ulBitsToClearOnEntry=0 ulBitsToClearOnExit=0 pulNotificationValue=0 xTicksToWait=125",12562096,0x0000000810000FB0,0x0000000810000FB0,0x0000000810000FB0,64,1496,8,06 03 EA 03 02 0F B6 89 
286,0.125 642 260,"led_blue","Log","Toggling blue LED",12564226,0x0000000810000FB0,0x0000000810000FB0,0x0000000810000FB0,26,1504,24,06 03 EA 03 02 0F B6 89 06 03 EA 03 02 0F B6 89 06 03 EA 03 02 0F B6 89 
287,0.125 659 850,"Idle","System Idle","Idle for 124.948 ms",12565985,0x0000000810000FB0,0x0000001000000000,0x0000001000000000,17,1528,3,06 03 EA 
288,0.126 590 850,"SysTick","ISR Enter","Runs for 4.900 us",12659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1531,5,03 02 0F B6 89 
289,0.126 595 750,"SysTick","ISR Exit","Returns to Idle",12659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1536,3,06 03 EA 
290,0.127 590 850,"SysTick","ISR Enter","Runs for 4.900 us",12759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1539,5,03 02 0F B6 89 
291,0.127 595 750,"SysTick","ISR Exit","Returns to Idle",12759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1544,3,06 03 EA 
292,0.128 590 850,"SysTick","ISR Enter","Runs for 4.900 us",12859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1547,5,03 02 0F B6 89 
293,0.128 595 750,"SysTick","ISR Exit","Returns to Idle",12859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1552,3,06 03 EA 
294,0.129 590 850,"SysTick","ISR Enter","Runs for 4.900 us",12959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1555,5,03 02 0F B6 89 
295,0.129 595 750,"SysTick","ISR Exit","Returns to Idle",12959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1560,3,06 03 EA 
296,0.130 590 850,"SysTick","ISR Enter","Runs for 4.900 us",13059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1563,5,03 02 0F B6 89 
297,0.130 595 750,"SysTick","ISR Exit","Returns to Idle",13059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1568,3,06 03 EA 
298,0.131 590 850,"SysTick","ISR Enter","Runs for 4.900 us",13159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1571,5,03 02 0F B6 89 
299,0.131 595 750,"SysTick","ISR Exit","Returns to Idle",13159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1576,3,06 03 EA 
